,art_0001,art_0005,art_0010,art_0014,art_0019,art_0024,art_0028,art_0033,art_0038,art_0042,art_0047,art_0052,art_0056,art_0061,art_0066,art_0070,art_0075,art_0080,art_0084,art_0089,art_0094,art_0098,art_0103,art_0108,art_0112,art_0117,art_0122,art_0126,art_0131,art_0135,art_0140,art_0145,art_0149,art_0154,art_0159,art_0163,art_0168,art_0173,art_0177,art_0182,art_0187,art_0191,art_0196,art_0201,art_0205,art_0210,art_0215,art_0219,art_0224,art_0229,art_0233,art_0238,art_0243,art_0247,art_0252,art_0257,art_0261,art_0266,art_0270,art_0275,art_0280,art_0284,art_0289,art_0294,art_0298,art_0303,art_0308,art_0312,art_0317,art_0322,art_0326,art_0331,art_0336,art_0340,art_0345,art_0350,art_0354,art_0359,art_0364,art_0368,art_0373,art_0378,art_0382,art_0387,art_0392,art_0396,art_0401,art_0405,art_0410,art_0415,art_0419,art_0424,art_0429,art_0433,art_0438,art_0443,art_0447,art_0452,art_0457,art_0461,art_0466,art_0471,art_0475,art_0480,art_0485,art_0489,art_0494,art_0499,art_0503,art_0508,art_0513,art_0517,art_0522,art_0527,art_0531,art_0536,art_0540,art_0545,art_0550,art_0554,art_0559,art_0564,art_0568,art_0573,art_0578,art_0582,art_0587,art_0592,art_0596,art_0601,art_0606,art_0610,art_0615,art_0620,art_0624,art_0629,art_0634,art_0638,art_0643,art_0648,art_0652,art_0657,art_0662,art_0666,art_0671,art_0675,art_0680,art_0685,art_0689,art_0694,art_0699,art_0703,art_0708,art_0713,art_0717,art_0722,art_0727,art_0731,art_0736,art_0741,art_0745,art_0750,art_0755,art_0759,art_0764,art_0769,art_0773,art_0778,art_0783,art_0787,art_0792,art_0797,art_0801,art_0806,art_0810,art_0815,art_0820,art_0824,art_0829,art_0834,art_0838,art_0843,art_0848,art_0852,art_0857,art_0862,art_0866,art_0871,art_0876,art_0880,art_0885,art_0890,art_0894,art_0899,art_0904,art_0908,art_0913,art_0918,art_0922,art_0927
art_0838,0.665515,0.632345,0.657561,0.732007,0.558273,0.627641,0.690754,0.580645,0.601535,0.686498,0.585804,0.674858,0.605383,0.609905,0.420027,0.572488,0.559845,0.607081,0.658585,0.629906,0.686733,0.757220,0.688437,0.527913,0.756277,0.681065,0.721618,0.704482,0.691591,0.664883,0.662857,0.617627,0.593084,0.671931,0.642750,0.701502,0.596045,0.628010,0.724629,0.676245,0.626093,0.700342,0.625056,0.748469,0.674608,0.700366,0.472966,0.681709,0.587433,0.656354,0.589532,0.523849,0.599953,0.604507,0.509619,0.637128,0.650070,0.644323,0.719292,0.436203,0.616204,0.578564,0.633480,0.552709,0.560793,0.675695,0.662170,0.626686,0.518079,0.645423,0.619651,0.684378,0.630335,0.646092,0.638813,0.609808,0.652163,0.549937,0.642471,0.527435,0.766524,0.628736,0.648002,0.560983,0.666089,0.663692,0.644112,0.685704,0.610658,0.651103,0.594763,0.678270,0.641853,0.504474,0.617497,0.731141,0.533788,0.736273,0.695160,0.648822,0.689180,0.734353,0.689574,0.716800,0.664561,0.730078,0.526517,0.634991,0.676114,0.754455,0.599946,0.600133,0.630307,0.660729,0.670874,0.708148,0.660558,0.672497,0.509440,0.666348,0.704400,0.660358,0.630036,0.649228,0.708016,0.640467,0.672123,0.535740,0.660920,0.670820,0.685756,0.695098,0.654389,0.656184,0.719161,0.707157,0.693162,0.725442,0.685163,0.690086,0.629708,0.645386,0.608558,0.671601,0.735433,0.784357,0.719820,0.706352,0.665835,0.570534,0.677407,0.575561,0.676422,0.743638,0.711392,0.605238,0.739532,0.485770,0.716244,0.497268,0.671751,0.687809,0.444373,0.690337,0.720550,0.711204,0.683655,0.622641,0.626906,0.740127,0.610943,0.651194,0.663315,0.635060,0.527712,0.623763,0.607612,0.613395,0.648977,0.693093,1.000000,0.764962,0.662065,0.670731,0.705444,0.686273,0.683713,0.627043,0.668219,0.492587,0.637791,0.611438,0.632714,0.658534,0.775677,0.616299,0.640930,0.650433,0.736267,0.689461
art_0843,0.608447,0.626737,0.617318,0.763263,0.565417,0.639836,0.651254,0.585344,0.563691,0.652140,0.535256,0.685543,0.525384,0.655985,0.394891,0.606300,0.572857,0.555804,0.607346,0.582114,0.696637,0.744992,0.659250,0.572769,0.782930,0.699416,0.753582,0.698500,0.724854,0.669681,0.664944,0.600974,0.561257,0.635159,0.616630,0.718069,0.610379,0.617267,0.738230,0.635461,0.627337,0.710763,0.510103,0.683914,0.671482,0.685359,0.479140,0.666967,0.571074,0.597942,0.558396,0.552850,0.601872,0.571112,0.518134,0.635462,0.668756,0.613505,0.735990,0.467771,0.577976,0.582164,0.679214,0.522298,0.560201,0.682765,0.628946,0.571020,0.453597,0.585386,0.615408,0.668740,0.628056,0.611625,0.674574,0.556769,0.632850,0.507558,0.642332,0.536664,0.775750,0.662825,0.616859,0.465161,0.646133,0.685039,0.593955,0.684339,0.604031,0.677442,0.604625,0.664648,0.681826,0.512260,0.633639,0.680815,0.487199,0.755404,0.689328,0.651136,0.648760,0.746035,0.703933,0.684370,0.685387,0.710537,0.572501,0.613391,0.656745,0.724165,0.559445,0.683069,0.628898,0.569701,0.675277,0.710839,0.721389,0.620414,0.534489,0.734846,0.689511,0.670419,0.610473,0.656706,0.675823,0.638871,0.712852,0.492820,0.626749,0.657149,0.706906,0.637990,0.598065,0.660563,0.701457,0.702607,0.710129,0.678170,0.687191,0.762302,0.623561,0.665461,0.641936,0.687047,0.718933,0.768404,0.731774,0.706652,0.636652,0.605724,0.649089,0.587988,0.611302,0.721376,0.710577,0.606328,0.686763,0.503444,0.701828,0.539658,0.706733,0.571317,0.478562,0.715087,0.678874,0.718716,0.645814,0.598773,0.639931,0.705821,0.652335,0.692533,0.643644,0.647533,0.494511,0.662558,0.569062,0.645588,0.703956,0.732349,0.764962,1.000000,0.633861,0.608930,0.734730,0.675077,0.686285,0.623772,0.686844,0.466033,0.631910,0.585724,0.593660,0.733018,0.776448,0.598417,0.656705,0.600848,0.761098,0.707107
art_0848,0.553108,0.595814,0.561278,0.681087,0.576930,0.683668,0.617572,0.560623,0.490712,0.550164,0.537180,0.715764,0.545954,0.616290,0.392522,0.551320,0.472728,0.622429,0.569420,0.506709,0.608976,0.630959,0.692079,0.578527,0.722525,0.575476,0.671076,0.592861,0.555424,0.573055,0.641723,0.664859,0.500491,0.622758,0.531319,0.712859,0.544904,0.697997,0.557052,0.637056,0.531024,0.695569,0.583196,0.660133,0.583298,0.613747,0.348338,0.592872,0.564367,0.564385,0.574908,0.556823,0.586017,0.523184,0.473167,0.624836,0.528733,0.535459,0.648118,0.499499,0.522276,0.616888,0.573047,0.476080,0.635962,0.579899,0.560003,0.527505,0.464989,0.615779,0.672054,0.517304,0.596085,0.627656,0.645996,0.470746,0.652659,0.626708,0.582981,0.496146,0.666368,0.656197,0.584534,0.472554,0.676245,0.629069,0.605443,0.644110,0.515834,0.654793,0.574359,0.667166,0.633538,0.451534,0.534962,0.707484,0.596740,0.715830,0.607834,0.646818,0.650064,0.722334,0.577147,0.582021,0.641021,0.643332,0.429835,0.593693,0.628823,0.653299,0.481147,0.637641,0.597121,0.612325,0.584418,0.691569,0.590642,0.516625,0.580938,0.582661,0.583847,0.719736,0.581392,0.615872,0.581460,0.584042,0.717991,0.541075,0.540099,0.574862,0.603756,0.500700,0.471081,0.560601,0.638274,0.645954,0.662419,0.578327,0.532306,0.645745,0.632159,0.580916,0.554905,0.590721,0.630992,0.634103,0.623894,0.605162,0.553469,0.611404,0.591915,0.572464,0.659800,0.682476,0.597139,0.555465,0.544727,0.450123,0.610375,0.393428,0.557904,0.464881,0.502438,0.631733,0.641467,0.642604,0.640667,0.511231,0.666582,0.712788,0.561157,0.640441,0.504226,0.601762,0.413670,0.567714,0.487386,0.569403,0.558416,0.579501,0.662065,0.633861,1.000000,0.570215,0.677158,0.587329,0.519582,0.475802,0.560736,0.479408,0.568199,0.592877,0.532731,0.658313,0.706485,0.578443,0.620679,0.633289,0.682886,0.683458
art_0852,0.511601,0.505252,0.599482,0.615486,0.538728,0.529115,0.533350,0.692611,0.669239,0.687620,0.522510,0.635886,0.530359,0.624590,0.410975,0.537832,0.455748,0.512607,0.638408,0.518529,0.615813,0.625253,0.592368,0.520728,0.600110,0.546880,0.600566,0.560814,0.613556,0.553860,0.635528,0.553675,0.494218,0.637718,0.502324,0.596337,0.536176,0.586807,0.512760,0.606054,0.538823,0.550905,0.577601,0.581169,0.560815,0.647057,0.397332,0.521688,0.521277,0.571461,0.506448,0.412948,0.496304,0.551832,0.453447,0.565074,0.567513,0.556544,0.544581,0.522980,0.552658,0.393513,0.559023,0.523149,0.558685,0.638651,0.578481,0.573160,0.467461,0.559295,0.567527,0.537671,0.616276,0.586885,0.517219,0.500443,0.634150,0.553193,0.548945,0.519269,0.622430,0.588458,0.564998,0.536124,0.519111,0.548036,0.559835,0.616069,0.520644,0.503630,0.568277,0.562517,0.585685,0.562270,0.596025,0.607776,0.446660,0.563471,0.647549,0.523463,0.634219,0.652262,0.557954,0.575914,0.574067,0.511417,0.508161,0.488487,0.585189,0.611388,0.521781,0.582786,0.566086,0.586023,0.601732,0.585643,0.516804,0.591596,0.531116,0.512837,0.572370,0.554761,0.613784,0.536600,0.657719,0.573322,0.604029,0.614545,0.623104,0.549547,0.556132,0.521994,0.581369,0.587433,0.593030,0.581140,0.627582,0.642523,0.545958,0.573521,0.535017,0.559353,0.560001,0.578759,0.661945,0.614355,0.550308,0.544541,0.582044,0.604956,0.555551,0.489856,0.629634,0.572408,0.557187,0.504973,0.614879,0.422865,0.647970,0.499583,0.589827,0.519858,0.551410,0.597196,0.664546,0.587178,0.586056,0.535270,0.597002,0.607359,0.555466,0.505399,0.622969,0.565950,0.515168,0.496687,0.515813,0.463538,0.577849,0.552999,0.670731,0.608930,0.570215,1.000000,0.606495,0.588076,0.587643,0.505464,0.580931,0.449612,0.547272,0.510092,0.580453,0.540624,0.606282,0.605725,0.560493,0.543606,0.527852,0.527490
art_0857,0.634483,0.685686,0.631681,0.777142,0.595170,0.702407,0.685216,0.598610,0.499475,0.638512,0.543722,0.711448,0.580689,0.570138,0.416149,0.613316,0.601015,0.524811,0.504898,0.550478,0.704812,0.752980,0.697745,0.547755,0.744582,0.654268,0.664011,0.731169,0.589593,0.595726,0.578852,0.641129,0.526769,0.569145,0.626537,0.720824,0.570859,0.596942,0.678409,0.623387,0.637530,0.763184,0.614433,0.716096,0.637904,0.694264,0.464948,0.675860,0.634162,0.592248,0.547106,0.573166,0.625282,0.445275,0.566375,0.658063,0.627172,0.628414,0.799116,0.465445,0.520937,0.661552,0.607769,0.529672,0.522531,0.617952,0.646132,0.579351,0.526912,0.591239,0.607435,0.657553,0.594406,0.578121,0.609530,0.497950,0.666685,0.549809,0.629489,0.609488,0.721471,0.688037,0.644273,0.413539,0.598722,0.652707,0.636714,0.705751,0.562220,0.678432,0.590935,0.646323,0.710131,0.457404,0.590112,0.734661,0.584947,0.750709,0.688982,0.704492,0.648402,0.757247,0.676373,0.694439,0.692540,0.668238,0.539753,0.652472,0.671955,0.696899,0.577609,0.739904,0.673032,0.577233,0.619595,0.641731,0.785881,0.631805,0.559361,0.703863,0.663161,0.735684,0.589557,0.718885,0.698875,0.641257,0.745798,0.531308,0.631744,0.666311,0.738153,0.634066,0.617061,0.616935,0.660629,0.704583,0.735343,0.677882,0.660216,0.777288,0.627780,0.670508,0.590265,0.655017,0.688952,0.722684,0.712071,0.654009,0.659774,0.547492,0.626490,0.602236,0.601508,0.673974,0.728676,0.628043,0.658989,0.537940,0.637093,0.539842,0.638295,0.584152,0.394620,0.698085,0.714157,0.790392,0.712394,0.631016,0.686064,0.744126,0.682691,0.704001,0.605288,0.661584,0.491937,0.696341,0.534117,0.622067,0.651706,0.726724,0.705444,0.734730,0.677158,0.606495,1.000000,0.698962,0.680479,0.533309,0.699067,0.443518,0.660326,0.521440,0.649191,0.718953,0.800952,0.585700,0.578663,0.629226,0.776922,0.747731
art_0862,0.487869,0.481822,0.608289,0.707223,0.494594,0.574348,0.527342,0.546444,0.530739,0.639897,0.502568,0.572681,0.509100,0.594279,0.406396,0.619958,0.499307,0.603256,0.535267,0.519881,0.620650,0.736707,0.552957,0.502137,0.720944,0.500112,0.642271,0.635542,0.703939,0.630244,0.684861,0.565745,0.561968,0.568801,0.545555,0.602967,0.588051,0.513765,0.685778,0.569671,0.637024,0.636748,0.559003,0.667728,0.640089,0.669617,0.489140,0.648545,0.499173,0.526760,0.592116,0.498558,0.565486,0.598718,0.562383,0.666271,0.670857,0.629188,0.711630,0.452575,0.570430,0.462732,0.512125,0.414379,0.508115,0.597810,0.647772,0.557633,0.418098,0.623369,0.523935,0.609556,0.593895,0.531107,0.470109,0.464271,0.656932,0.504265,0.584918,0.486501,0.682474,0.557304,0.500777,0.522306,0.606123,0.494936,0.683367,0.697252,0.556312,0.608046,0.632689,0.539012,0.555193,0.404289,0.567556,0.622706,0.567070,0.663557,0.794300,0.615753,0.614444,0.695068,0.636440,0.725333,0.720372,0.586317,0.598330,0.545010,0.655907,0.618448,0.520862,0.598358,0.521750,0.613734,0.594753,0.576790,0.671843,0.737814,0.473795,0.670621,0.581667,0.626417,0.556766,0.627090,0.616003,0.579641,0.643817,0.491475,0.625364,0.582560,0.626413,0.632450,0.539705,0.524962,0.665720,0.598079,0.566518,0.720328,0.599033,0.635251,0.484716,0.545755,0.583345,0.592887,0.677494,0.713867,0.646648,0.528784,0.623614,0.557433,0.683073,0.601264,0.576791,0.688622,0.684761,0.535417,0.666889,0.529768,0.546552,0.532471,0.668200,0.574188,0.411872,0.613240,0.656526,0.641255,0.719793,0.632362,0.585923,0.630029,0.677048,0.563482,0.609124,0.548493,0.461324,0.589226,0.505681,0.536806,0.691821,0.714426,0.686273,0.675077,0.587329,0.588076,0.698962,1.000000,0.689690,0.597126,0.656199,0.399958,0.518494,0.538399,0.565402,0.634624,0.677479,0.567619,0.496315,0.533975,0.687918,0.573464
art_0866,0.528256,0.504249,0.561075,0.645617,0.446566,0.544885,0.540022,0.535751,0.548974,0.652459,0.528613,0.571966,0.570634,0.580641,0.396617,0.617150,0.537765,0.532082,0.576559,0.535268,0.615736,0.685880,0.553610,0.484984,0.648960,0.608671,0.635379,0.614265,0.658794,0.686364,0.625611,0.542678,0.613181,0.567517,0.604708,0.620423,0.669354,0.423524,0.620572,0.553038,0.650791,0.590609,0.524732,0.651000,0.638657,0.634235,0.551229,0.618724,0.553161,0.544887,0.528755,0.507584,0.539976,0.594066,0.519531,0.572595,0.644143,0.600495,0.632475,0.474325,0.575662,0.511822,0.519403,0.523355,0.524552,0.629934,0.668528,0.632852,0.556667,0.576392,0.569189,0.715956,0.587746,0.576001,0.513045,0.526105,0.637016,0.500832,0.592176,0.554472,0.653085,0.573563,0.574797,0.457847,0.510370,0.562060,0.629963,0.604698,0.572321,0.640444,0.624849,0.587769,0.646161,0.525580,0.540146,0.605642,0.499013,0.651146,0.690684,0.561200,0.594390,0.628782,0.654040,0.650033,0.585994,0.594975,0.533358,0.585864,0.577710,0.653042,0.634404,0.655024,0.604493,0.588422,0.599466,0.595174,0.623333,0.671640,0.417614,0.574980,0.603700,0.585149,0.609842,0.626346,0.631241,0.559935,0.674286,0.480935,0.640186,0.639505,0.627661,0.613815,0.619731,0.530673,0.642507,0.632539,0.588358,0.589258,0.610124,0.608199,0.490992,0.586071,0.566078,0.554734,0.661708,0.713969,0.616469,0.560964,0.697480,0.587657,0.651284,0.591504,0.541804,0.612514,0.706262,0.563716,0.738197,0.575310,0.668318,0.557342,0.639091,0.591720,0.462230,0.608351,0.640108,0.590958,0.606034,0.610375,0.603589,0.712879,0.671777,0.523029,0.719336,0.600229,0.531674,0.587396,0.563461,0.543136,0.651070,0.637979,0.683713,0.686285,0.519582,0.587643,0.680479,0.689690,1.000000,0.626196,0.599782,0.414787,0.621610,0.519738,0.617854,0.579475,0.646215,0.570059,0.536295,0.597420,0.644681,0.595114
art_0871,0.415326,0.423110,0.453512,0.592556,0.358741,0.536068,0.477716,0.480561,0.427124,0.543119,0.466358,0.568261,0.499049,0.589799,0.489903,0.576628,0.516277,0.575154,0.424525,0.464614,0.562232,0.606136,0.468687,0.451569,0.595623,0.496671,0.523616,0.560985,0.574511,0.563503,0.599697,0.464287,0.543721,0.562267,0.510437,0.561171,0.608184,0.467503,0.587189,0.543292,0.575875,0.556691,0.543192,0.579030,0.503672,0.560963,0.498796,0.589238,0.464393,0.495708,0.472155,0.414652,0.454407,0.594536,0.460070,0.512076,0.569536,0.658425,0.574758,0.406759,0.487140,0.436111,0.440372,0.467903,0.536840,0.607055,0.668947,0.539087,0.431508,0.547949,0.488659,0.668664,0.506026,0.546008,0.526374,0.524415,0.599593,0.476929,0.566149,0.454371,0.606408,0.487113,0.533369,0.553163,0.582258,0.534681,0.607884,0.554574,0.507928,0.557771,0.586637,0.514236,0.548829,0.395809,0.390992,0.461054,0.504580,0.544956,0.610007,0.525151,0.545097,0.618497,0.598730,0.573643,0.559470,0.605569,0.534264,0.588686,0.544693,0.566307,0.628576,0.547333,0.494712,0.565002,0.598658,0.524880,0.583095,0.645294,0.413592,0.561088,0.477950,0.449370,0.598048,0.572858,0.503134,0.547740,0.554289,0.467142,0.612167,0.463043,0.590726,0.610524,0.586687,0.527452,0.639283,0.560810,0.554440,0.549926,0.533601,0.566040,0.462645,0.493204,0.604532,0.493179,0.599197,0.621537,0.512287,0.535152,0.713993,0.489418,0.674808,0.651847,0.487560,0.500325,0.625512,0.548085,0.606386,0.471402,0.569907,0.417865,0.600465,0.566988,0.451985,0.517598,0.519507,0.580377,0.668072,0.653388,0.541070,0.619440,0.598066,0.550817,0.642259,0.541942,0.555778,0.483888,0.676732,0.459062,0.564578,0.573859,0.627043,0.623772,0.475802,0.505464,0.533309,0.597126,0.626196,1.000000,0.579268,0.390676,0.489090,0.523760,0.565254,0.515582,0.527046,0.649168,0.537248,0.601900,0.602442,0.501979
art_0876,0.585747,0.571679,0.589022,0.714975,0.535158,0.574658,0.616643,0.619638,0.433618,0.679257,0.528380,0.639729,0.539318,0.570103,0.442526,0.560333,0.577874,0.502621,0.497119,0.591449,0.696696,0.717465,0.663608,0.558076,0.701925,0.593187,0.580744,0.681013,0.567073,0.569393,0.624477,0.604965,0.513893,0.497857,0.610487,0.657768,0.489894,0.565137,0.610719,0.606346,0.595553,0.666829,0.576857,0.617812,0.563275,0.649258,0.495232,0.576537,0.589041,0.488127,0.553880,0.545201,0.568422,0.512886,0.392334,0.587623,0.617598,0.700663,0.716792,0.419882,0.504689,0.586186,0.541103,0.569652,0.444675,0.597886,0.629386,0.492352,0.492538,0.572292,0.549301,0.588711,0.572269,0.553703,0.602565,0.521521,0.666312,0.474407,0.619897,0.556260,0.669169,0.533237,0.599681,0.431813,0.550446,0.528762,0.563431,0.602278,0.520189,0.586040,0.586862,0.611594,0.595855,0.451849,0.519592,0.602571,0.525676,0.645135,0.690692,0.701475,0.623316,0.676443,0.605067,0.651203,0.645585,0.651904,0.556332,0.566829,0.650552,0.662147,0.522960,0.612236,0.616350,0.535231,0.608857,0.581352,0.674182,0.621018,0.511570,0.680878,0.656696,0.625255,0.605165,0.625120,0.648653,0.631311,0.616922,0.435904,0.598591,0.529956,0.679320,0.661917,0.610760,0.623260,0.610966,0.630269,0.696945,0.698066,0.687085,0.708140,0.525030,0.671640,0.527388,0.660790,0.672574,0.718042,0.676183,0.670476,0.621301,0.526093,0.675978,0.529513,0.514469,0.647323,0.708575,0.530746,0.605682,0.440203,0.657092,0.462043,0.639397,0.690529,0.430142,0.660113,0.595163,0.709122,0.710488,0.732462,0.582680,0.600522,0.549158,0.609843,0.671322,0.612905,0.519241,0.571151,0.502080,0.601553,0.583540,0.772643,0.668219,0.686844,0.560736,0.580931,0.699067,0.656199,0.599782,0.579268,1.000000,0.424798,0.595409,0.520911,0.663409,0.694783,0.671540,0.618805,0.533236,0.598817,0.656784,0.635756
art_0880,0.382508,0.419632,0.411220,0.411323,0.427214,0.502141,0.440542,0.436892,0.367233,0.372757,0.360345,0.494733,0.463144,0.446150,0.386459,0.472282,0.311588,0.451938,0.349336,0.437496,0.475738,0.471010,0.429464,0.325248,0.456309,0.529998,0.404789,0.416040,0.378199,0.463677,0.429915,0.377762,0.408142,0.424074,0.439928,0.487493,0.486435,0.529428,0.333769,0.470704,0.356574,0.430773,0.407651,0.428703,0.382101,0.416926,0.333991,0.360967,0.471255,0.398843,0.389310,0.397877,0.372036,0.438548,0.262866,0.432131,0.415762,0.414236,0.461063,0.314499,0.427561,0.373411,0.402983,0.410385,0.406856,0.412597,0.446116,0.439403,0.467393,0.401840,0.466762,0.416583,0.459502,0.493558,0.468889,0.403240,0.490686,0.621877,0.384254,0.459415,0.410576,0.556370,0.423230,0.377846,0.356981,0.401877,0.369497,0.419759,0.419222,0.389406,0.431329,0.534635,0.506963,0.314658,0.350925,0.462224,0.318627,0.415280,0.412983,0.450371,0.410113,0.505260,0.414761,0.393640,0.403825,0.472551,0.330826,0.410710,0.405951,0.442247,0.406807,0.512084,0.422842,0.421214,0.443368,0.467661,0.419803,0.436864,0.453252,0.434527,0.491507,0.439780,0.422049,0.453916,0.440068,0.473270,0.447218,0.409285,0.444253,0.381823,0.418542,0.389141,0.379045,0.470622,0.369729,0.428663,0.517700,0.364186,0.432705,0.427803,0.473366,0.525413,0.517087,0.443431,0.478159,0.468310,0.454721,0.376012,0.462557,0.465134,0.373661,0.384542,0.411264,0.469813,0.559942,0.515574,0.461615,0.301825,0.452320,0.339164,0.410054,0.406056,0.441622,0.471655,0.429541,0.443869,0.378643,0.341309,0.451877,0.469624,0.365534,0.360466,0.548823,0.521841,0.385050,0.471838,0.353997,0.376136,0.394973,0.444582,0.492587,0.466033,0.479408,0.449612,0.443518,0.399958,0.414787,0.390676,0.424798,1.000000,0.449883,0.429196,0.416213,0.436239,0.475944,0.475008,0.424965,0.494144,0.409543,0.497817
art_0885,0.657327,0.644124,0.612494,0.621579,0.615569,0.531652,0.664515,0.606603,0.571349,0.609718,0.550328,0.602545,0.515643,0.589880,0.409177,0.543557,0.562096,0.507032,0.545120,0.549874,0.641690,0.633870,0.709562,0.549077,0.672707,0.660142,0.589538,0.658776,0.507279,0.581721,0.576141,0.571235,0.543637,0.581781,0.573959,0.649560,0.568585,0.516252,0.587273,0.576815,0.597070,0.636088,0.480577,0.598881,0.623717,0.650900,0.521588,0.544141,0.522361,0.541172,0.554281,0.517408,0.548006,0.491922,0.441781,0.556831,0.567078,0.545973,0.567386,0.428843,0.548126,0.580360,0.614007,0.552698,0.517069,0.634598,0.568499,0.522105,0.468877,0.594437,0.615523,0.626902,0.647558,0.619363,0.634785,0.481364,0.572145,0.496474,0.634060,0.644330,0.652443,0.703617,0.628036,0.406307,0.518501,0.626300,0.550561,0.645169,0.535197,0.590586,0.599108,0.622390,0.698517,0.528541,0.622861,0.699969,0.476214,0.601874,0.569196,0.615327,0.584027,0.644337,0.575855,0.560129,0.515050,0.667377,0.403275,0.557542,0.537564,0.688642,0.575197,0.660746,0.729289,0.602802,0.575100,0.660131,0.583879,0.545241,0.457958,0.542016,0.674388,0.622445,0.520082,0.559085,0.636404,0.567065,0.654008,0.490915,0.560633,0.676907,0.626732,0.577318,0.564888,0.574739,0.542975,0.629193,0.689827,0.566963,0.609944,0.602607,0.632845,0.619573,0.593186,0.621415,0.599897,0.660554,0.651978,0.654713,0.646112,0.562712,0.587833,0.492711,0.519087,0.603586,0.627616,0.575322,0.606371,0.442624,0.708300,0.411846,0.610375,0.530671,0.482264,0.625995,0.610395,0.618643,0.589802,0.531761,0.597978,0.603283,0.526909,0.554045,0.581520,0.618636,0.584591,0.591933,0.478480,0.533403,0.593495,0.617978,0.637791,0.631910,0.568199,0.547272,0.660326,0.518494,0.621610,0.489090,0.595409,0.449883,1.000000,0.604276,0.598127,0.606187,0.641289,0.533612,0.596551,0.618202,0.615586,0.665648
