,art_0001,art_0005,art_0010,art_0014,art_0019,art_0024,art_0028,art_0033,art_0038,art_0042,art_0047,art_0052,art_0056,art_0061,art_0066,art_0070,art_0075,art_0080,art_0084,art_0089,art_0094,art_0098,art_0103,art_0108,art_0112,art_0117,art_0122,art_0126,art_0131,art_0135,art_0140,art_0145,art_0149,art_0154,art_0159,art_0163,art_0168,art_0173,art_0177,art_0182,art_0187,art_0191,art_0196,art_0201,art_0205,art_0210,art_0215,art_0219,art_0224,art_0229,art_0233,art_0238,art_0243,art_0247,art_0252,art_0257,art_0261,art_0266,art_0270,art_0275,art_0280,art_0284,art_0289,art_0294,art_0298,art_0303,art_0308,art_0312,art_0317,art_0322,art_0326,art_0331,art_0336,art_0340,art_0345,art_0350,art_0354,art_0359,art_0364,art_0368,art_0373,art_0378,art_0382,art_0387,art_0392,art_0396,art_0401,art_0405,art_0410,art_0415,art_0419,art_0424,art_0429,art_0433,art_0438,art_0443,art_0447,art_0452,art_0457,art_0461,art_0466,art_0471,art_0475,art_0480,art_0485,art_0489,art_0494,art_0499,art_0503,art_0508,art_0513,art_0517,art_0522,art_0527,art_0531,art_0536,art_0540,art_0545,art_0550,art_0554,art_0559,art_0564,art_0568,art_0573,art_0578,art_0582,art_0587,art_0592,art_0596,art_0601,art_0606,art_0610,art_0615,art_0620,art_0624,art_0629,art_0634,art_0638,art_0643,art_0648,art_0652,art_0657,art_0662,art_0666,art_0671,art_0675,art_0680,art_0685,art_0689,art_0694,art_0699,art_0703,art_0708,art_0713,art_0717,art_0722,art_0727,art_0731,art_0736,art_0741,art_0745,art_0750,art_0755,art_0759,art_0764,art_0769,art_0773,art_0778,art_0783,art_0787,art_0792,art_0797,art_0801,art_0806,art_0810,art_0815,art_0820,art_0824,art_0829,art_0834,art_0838,art_0843,art_0848,art_0852,art_0857,art_0862,art_0866,art_0871,art_0876,art_0880,art_0885,art_0890,art_0894,art_0899,art_0904,art_0908,art_0913,art_0918,art_0922,art_0927
art_0392,0.558359,0.543984,0.572829,0.701482,0.443731,0.649078,0.584474,0.545424,0.519856,0.509811,0.485476,0.691339,0.497637,0.593865,0.453586,0.502704,0.468829,0.658882,0.483598,0.556235,0.585561,0.610409,0.631199,0.550463,0.711506,0.563453,0.636748,0.606349,0.511309,0.492320,0.575822,0.591400,0.568416,0.635958,0.555012,0.729880,0.542202,0.692178,0.655485,0.575325,0.542968,0.718097,0.574736,0.683783,0.535637,0.606384,0.409870,0.698920,0.553976,0.446498,0.544556,0.555841,0.553401,0.557669,0.482205,0.588515,0.505942,0.569356,0.631261,0.420443,0.470943,0.570183,0.526192,0.465655,0.668752,0.579309,0.609822,0.557081,0.402380,0.697745,0.606330,0.519043,0.680488,0.600743,0.693108,0.503852,0.593486,0.480702,0.569371,0.498627,0.763308,0.637678,0.624929,0.536011,1.000000,0.620418,0.554955,0.579389,0.519051,0.701866,0.558745,0.616610,0.556026,0.364061,0.515812,0.646213,0.631007,0.635523,0.611481,0.608405,0.569082,0.690825,0.567005,0.588756,0.614610,0.698096,0.487447,0.622038,0.601934,0.579743,0.521059,0.532279,0.555532,0.683436,0.715181,0.646443,0.607326,0.537143,0.486857,0.637574,0.550564,0.575258,0.629490,0.670689,0.506883,0.560395,0.649839,0.474014,0.563678,0.550750,0.606085,0.621258,0.480950,0.507916,0.710419,0.570577,0.618195,0.647225,0.600471,0.630269,0.618723,0.552134,0.581181,0.558507,0.642950,0.664608,0.651802,0.704928,0.570866,0.600634,0.669080,0.646324,0.566306,0.601489,0.593186,0.535370,0.553201,0.397159,0.631110,0.420987,0.526684,0.478012,0.552717,0.571647,0.564713,0.664516,0.630737,0.500123,0.551971,0.689964,0.508566,0.596613,0.484183,0.584300,0.470829,0.606827,0.509980,0.568221,0.508765,0.568257,0.666089,0.646133,0.676245,0.519111,0.598722,0.606123,0.510370,0.582258,0.550446,0.356981,0.518501,0.721006,0.546918,0.640072,0.658769,0.592357,0.672815,0.565207,0.714917,0.647382
art_0396,0.681884,0.669427,0.590002,0.672156,0.537558,0.601173,0.648221,0.593974,0.538898,0.523661,0.483866,0.623992,0.521071,0.569057,0.296760,0.538382,0.454451,0.507898,0.578862,0.601606,0.660889,0.638929,0.677582,0.583053,0.620307,0.716164,0.654449,0.663906,0.533653,0.558998,0.560374,0.581328,0.478397,0.643093,0.529015,0.686565,0.542998,0.607189,0.611496,0.662685,0.559616,0.674549,0.500588,0.648634,0.569163,0.647515,0.423380,0.580945,0.599954,0.633694,0.504513,0.536783,0.495287,0.493434,0.446302,0.538671,0.493622,0.574797,0.601431,0.423816,0.552596,0.528551,0.703409,0.465432,0.554930,0.609342,0.554100,0.542997,0.424329,0.480226,0.582632,0.538706,0.581505,0.568135,0.632612,0.564551,0.583536,0.595434,0.520062,0.579093,0.628458,0.699115,0.664780,0.450460,0.620418,1.000000,0.546065,0.633506,0.545104,0.638759,0.523510,0.687135,0.688618,0.516148,0.578443,0.707301,0.477267,0.617538,0.517573,0.571950,0.605804,0.680815,0.647653,0.564940,0.584640,0.682268,0.430092,0.628995,0.610590,0.677338,0.467864,0.640925,0.604755,0.540766,0.645660,0.706993,0.622406,0.514786,0.541337,0.589013,0.630352,0.636282,0.620958,0.634056,0.602713,0.631294,0.731463,0.521521,0.543206,0.604508,0.589037,0.532653,0.598853,0.622073,0.622756,0.616233,0.697162,0.539168,0.674829,0.640841,0.695978,0.637883,0.570650,0.676440,0.715628,0.656733,0.660643,0.657825,0.544457,0.542709,0.550648,0.527549,0.620376,0.670609,0.592171,0.636042,0.619846,0.377522,0.693502,0.399488,0.551222,0.552695,0.492004,0.678888,0.607194,0.662665,0.541961,0.499472,0.616913,0.645789,0.463151,0.642283,0.585153,0.645908,0.440577,0.588114,0.486262,0.588027,0.521331,0.576082,0.663692,0.685039,0.629069,0.548036,0.652707,0.494936,0.562060,0.534681,0.528762,0.401877,0.626300,0.547687,0.567357,0.623752,0.707368,0.571029,0.698180,0.563791,0.677578,0.656117
art_0401,0.505697,0.453964,0.561651,0.635257,0.510080,0.588796,0.510199,0.554399,0.526125,0.605023,0.521875,0.576870,0.566349,0.641009,0.440424,0.586821,0.508228,0.599731,0.533080,0.541152,0.574207,0.642541,0.630141,0.531945,0.695375,0.549211,0.606782,0.575003,0.634862,0.601582,0.642818,0.556851,0.488928,0.606964,0.474222,0.549532,0.555622,0.504758,0.619700,0.522691,0.588658,0.533310,0.567474,0.636315,0.673400,0.648516,0.447045,0.586695,0.484786,0.595464,0.584885,0.458782,0.601408,0.586276,0.565429,0.711130,0.642723,0.624717,0.627257,0.581381,0.620123,0.436985,0.499452,0.411287,0.594781,0.605753,0.645318,0.599167,0.428796,0.624221,0.555295,0.630100,0.634956,0.512699,0.444957,0.505876,0.607983,0.491763,0.620347,0.557747,0.635288,0.517215,0.531673,0.535271,0.554955,0.546065,1.000000,0.619005,0.572599,0.549860,0.624449,0.541626,0.575376,0.520146,0.551708,0.593578,0.634923,0.652440,0.649955,0.588434,0.625078,0.696002,0.594090,0.629766,0.600820,0.508873,0.510352,0.710520,0.646845,0.628866,0.549360,0.528865,0.506843,0.614774,0.559775,0.561050,0.580794,0.661845,0.396114,0.511772,0.549851,0.570409,0.615583,0.522229,0.527213,0.551186,0.600576,0.586229,0.589655,0.569426,0.564135,0.550522,0.596819,0.529751,0.629851,0.626886,0.533103,0.630467,0.543011,0.560699,0.491073,0.487048,0.538344,0.501635,0.639309,0.711813,0.568621,0.523353,0.608984,0.566066,0.635839,0.591723,0.592363,0.571459,0.584332,0.563788,0.607324,0.576599,0.601892,0.518176,0.638129,0.517039,0.467056,0.561178,0.607884,0.580978,0.668185,0.635600,0.640644,0.651121,0.640377,0.541936,0.571364,0.508632,0.478445,0.532682,0.579221,0.496357,0.654899,0.582818,0.644112,0.593955,0.605443,0.559835,0.636714,0.683367,0.629963,0.607884,0.563431,0.369497,0.550561,0.537558,0.536252,0.572612,0.578761,0.577286,0.509966,0.540454,0.622470,0.548186
art_0405,0.651602,0.690164,0.647859,0.687270,0.629139,0.606740,0.724355,0.622284,0.535744,0.585811,0.611719,0.626372,0.564069,0.610285,0.369117,0.579844,0.524109,0.534792,0.576726,0.531799,0.650078,0.716063,0.688268,0.574224,0.716308,0.632484,0.697463,0.667827,0.629750,0.567233,0.627603,0.617008,0.529376,0.623037,0.531252,0.616630,0.580089,0.603146,0.652026,0.656259,0.582388,0.635507,0.564276,0.680857,0.632859,0.736947,0.473541,0.641653,0.534937,0.583608,0.521433,0.502551,0.544025,0.550775,0.563236,0.661294,0.641586,0.625131,0.656922,0.509088,0.532093,0.526658,0.632336,0.492232,0.597230,0.606203,0.601693,0.567847,0.429926,0.575789,0.609663,0.595828,0.624788,0.610167,0.595004,0.496816,0.583589,0.544213,0.604380,0.570013,0.673039,0.665450,0.620125,0.474665,0.579389,0.633506,0.619005,1.000000,0.579381,0.625412,0.628096,0.613036,0.669861,0.553928,0.626624,0.711244,0.519341,0.671157,0.672390,0.598669,0.692310,0.694983,0.614369,0.627818,0.666953,0.623431,0.463460,0.591803,0.643953,0.735184,0.497444,0.639074,0.600428,0.581037,0.600187,0.654301,0.662391,0.642385,0.540576,0.638083,0.695014,0.709034,0.582678,0.597789,0.624039,0.574746,0.718877,0.621238,0.596234,0.657158,0.654860,0.562381,0.602927,0.638440,0.636280,0.659932,0.703457,0.645021,0.606293,0.649831,0.590122,0.575597,0.612740,0.625479,0.616011,0.669266,0.658843,0.587768,0.600369,0.574142,0.592096,0.567750,0.651490,0.681105,0.602342,0.655933,0.618573,0.496035,0.631757,0.523790,0.704650,0.513555,0.484536,0.640734,0.664385,0.682799,0.624396,0.594596,0.686742,0.691227,0.579201,0.651277,0.538706,0.586530,0.443683,0.632182,0.515468,0.570528,0.646658,0.645219,0.685704,0.684339,0.644110,0.616069,0.705751,0.697252,0.604698,0.554574,0.602278,0.419759,0.645169,0.541141,0.548980,0.706495,0.720472,0.602437,0.589568,0.577430,0.688780,0.649232
art_0410,0.543290,0.490522,0.570968,0.535188,0.497079,0.537752,0.538692,0.565851,0.558641,0.473181,0.506749,0.490360,0.565292,0.615636,0.344002,0.595012,0.338425,0.461661,0.512237,0.632480,0.567793,0.603383,0.541226,0.441150,0.583589,0.579729,0.586551,0.507895,0.543770,0.539700,0.537176,0.470098,0.514004,0.551915,0.461093,0.515352,0.478064,0.486237,0.516496,0.554271,0.511977,0.520384,0.470190,0.609788,0.580799,0.595256,0.500793,0.575629,0.512576,0.576474,0.507073,0.448017,0.464223,0.513389,0.577606,0.538870,0.551673,0.557783,0.587384,0.434329,0.525446,0.318436,0.481717,0.354798,0.515309,0.604864,0.526271,0.585074,0.341834,0.516079,0.553754,0.510876,0.562320,0.572695,0.463643,0.482598,0.556544,0.475197,0.493629,0.556377,0.559582,0.531723,0.592158,0.484160,0.519051,0.545104,0.572599,0.579381,1.000000,0.522256,0.488932,0.629186,0.638445,0.483492,0.565691,0.541915,0.424212,0.508720,0.615546,0.468812,0.544540,0.604772,0.591269,0.566932,0.524148,0.483688,0.461029,0.601878,0.575980,0.582207,0.506740,0.529029,0.507116,0.580828,0.485340,0.474350,0.458650,0.547047,0.318156,0.486479,0.576472,0.524834,0.535041,0.580799,0.537882,0.543728,0.566046,0.603734,0.519603,0.504112,0.526314,0.491736,0.632888,0.609038,0.527514,0.609596,0.527100,0.532233,0.503392,0.501769,0.501563,0.535436,0.651752,0.459082,0.689092,0.672618,0.559133,0.595779,0.528123,0.526568,0.527676,0.520965,0.551072,0.519053,0.513591,0.536255,0.610406,0.473692,0.571822,0.481363,0.540222,0.503397,0.488360,0.561845,0.596088,0.532313,0.531945,0.486649,0.593209,0.615182,0.514560,0.466255,0.533764,0.493973,0.438749,0.592125,0.529439,0.447249,0.547485,0.514667,0.610658,0.604031,0.515834,0.520644,0.562220,0.556312,0.572321,0.507928,0.520189,0.419222,0.535197,0.519890,0.442568,0.551813,0.544223,0.548349,0.526360,0.501110,0.576181,0.444134
art_0415,0.610888,0.588161,0.533555,0.728904,0.466473,0.657013,0.613243,0.498693,0.420485,0.555439,0.461535,0.685858,0.545789,0.560277,0.411911,0.524893,0.452341,0.495276,0.467242,0.542213,0.669211,0.639827,0.564451,0.486105,0.685677,0.613538,0.760962,0.652649,0.533875,0.604337,0.545949,0.608973,0.571121,0.560035,0.663627,0.794859,0.588544,0.613218,0.637971,0.585421,0.574689,0.798865,0.506593,0.785991,0.504629,0.537224,0.440868,0.754529,0.721816,0.462263,0.571995,0.648779,0.581939,0.459332,0.568393,0.559820,0.543758,0.627624,0.717474,0.381943,0.479245,0.631706,0.484691,0.465193,0.520567,0.516896,0.604251,0.600306,0.455720,0.506346,0.664031,0.517282,0.541019,0.551503,0.661756,0.420067,0.612261,0.514840,0.505125,0.498519,0.666162,0.673507,0.592450,0.523108,0.701866,0.638759,0.549860,0.625412,0.522256,1.000000,0.517376,0.610946,0.599312,0.392208,0.481205,0.656532,0.581691,0.746733,0.594309,0.685661,0.540674,0.686574,0.575999,0.681257,0.665345,0.751050,0.438184,0.706454,0.610576,0.631482,0.573139,0.612805,0.580613,0.585964,0.774689,0.651852,0.720934,0.571788,0.613794,0.742756,0.571008,0.626664,0.684730,0.749812,0.587759,0.609968,0.641880,0.480299,0.525789,0.486475,0.661201,0.579328,0.527293,0.552356,0.656717,0.619269,0.658299,0.644374,0.629421,0.746946,0.670183,0.671979,0.498636,0.596206,0.652057,0.664101,0.686590,0.626619,0.588913,0.513058,0.604659,0.580649,0.500103,0.654800,0.751976,0.573218,0.608263,0.459173,0.622530,0.375304,0.546635,0.528068,0.426131,0.693982,0.557157,0.718617,0.610522,0.507058,0.603655,0.787175,0.516448,0.679493,0.621448,0.571292,0.469092,0.698683,0.490943,0.679044,0.527583,0.670157,0.651103,0.677442,0.654793,0.503630,0.678432,0.608046,0.640444,0.557771,0.586040,0.389406,0.590586,0.550035,0.569025,0.690490,0.765319,0.474413,0.611316,0.523558,0.831235,0.701014
art_0419,0.483949,0.475421,0.609375,0.581380,0.485737,0.490540,0.495374,0.585476,0.526045,0.639132,0.546568,0.600077,0.520945,0.664989,0.430629,0.565641,0.523949,0.584391,0.504823,0.426388,0.539144,0.592057,0.602459,0.560626,0.642502,0.512447,0.515540,0.542710,0.588050,0.604140,0.604836,0.546941,0.522566,0.611350,0.499654,0.546761,0.613097,0.562850,0.584075,0.552157,0.590077,0.556190,0.549436,0.509713,0.618759,0.618694,0.527919,0.450271,0.416203,0.557001,0.517712,0.376902,0.458013,0.552541,0.386080,0.557537,0.620169,0.597159,0.566729,0.482825,0.490167,0.447883,0.490717,0.571324,0.549121,0.633240,0.644635,0.508542,0.470774,0.604362,0.536148,0.584524,0.658179,0.589820,0.650276,0.573709,0.630403,0.577933,0.622320,0.520187,0.628302,0.530411,0.584583,0.523595,0.558745,0.523510,0.624449,0.628096,0.488932,0.517376,1.000000,0.571559,0.636623,0.481841,0.499398,0.556384,0.575684,0.564508,0.677338,0.509643,0.608278,0.611508,0.567868,0.566637,0.557312,0.530746,0.551880,0.490874,0.533376,0.647044,0.573738,0.634585,0.561592,0.651882,0.534950,0.624210,0.529167,0.645793,0.372583,0.483149,0.548984,0.557614,0.569314,0.509360,0.569512,0.534114,0.616231,0.486984,0.583043,0.572843,0.556686,0.582063,0.526378,0.539554,0.603933,0.543336,0.598665,0.544021,0.568212,0.559976,0.483946,0.480094,0.640885,0.573791,0.584525,0.612935,0.506639,0.481615,0.662047,0.568203,0.592675,0.519360,0.508868,0.539663,0.622471,0.502063,0.590240,0.506417,0.635203,0.430530,0.654097,0.520107,0.611133,0.564688,0.582604,0.543756,0.675343,0.578267,0.618783,0.581077,0.630972,0.555483,0.621288,0.566387,0.538868,0.445149,0.535881,0.397936,0.653590,0.624212,0.594763,0.604625,0.574359,0.568277,0.590935,0.632689,0.624849,0.586637,0.586862,0.431329,0.599108,0.577277,0.584484,0.555567,0.547160,0.642904,0.640434,0.635165,0.557512,0.632942
art_0424,0.604239,0.621908,0.641928,0.666630,0.554588,0.607373,0.652384,0.587385,0.511924,0.572147,0.521868,0.684736,0.540121,0.630413,0.392994,0.520270,0.481253,0.573934,0.532443,0.614045,0.622534,0.634739,0.641307,0.594328,0.634843,0.648146,0.647962,0.617349,0.557795,0.505129,0.581286,0.650086,0.599218,0.670988,0.580852,0.694293,0.546598,0.705944,0.577958,0.626973,0.524793,0.643612,0.584483,0.620147,0.542260,0.674224,0.457294,0.594525,0.605451,0.589562,0.511419,0.606324,0.502132,0.473332,0.402582,0.608917,0.536175,0.588045,0.608816,0.434411,0.538152,0.599563,0.595979,0.547977,0.555141,0.589350,0.604680,0.551923,0.547635,0.587050,0.648490,0.569898,0.670286,0.669686,0.736817,0.589853,0.666239,0.599694,0.529965,0.566534,0.672812,0.696757,0.654985,0.402463,0.616610,0.687135,0.541626,0.613036,0.629186,0.610946,0.571559,1.000000,0.730546,0.441806,0.544358,0.731193,0.494662,0.649603,0.574375,0.600598,0.608611,0.648888,0.625273,0.575272,0.589162,0.682725,0.497380,0.635455,0.672284,0.667284,0.574044,0.661451,0.698367,0.612615,0.675820,0.675268,0.578674,0.575203,0.474963,0.584090,0.669815,0.601440,0.611337,0.655403,0.592718,0.643441,0.682735,0.521233,0.595366,0.560793,0.620845,0.583708,0.561592,0.659199,0.625568,0.610818,0.680532,0.541588,0.608416,0.613466,0.654159,0.660663,0.632913,0.616643,0.733475,0.662834,0.708784,0.654496,0.583759,0.641338,0.610019,0.530833,0.651577,0.647272,0.627619,0.616281,0.611755,0.410243,0.648073,0.480773,0.560793,0.593088,0.578593,0.704154,0.613113,0.646417,0.552291,0.563165,0.672750,0.707117,0.539639,0.581236,0.609657,0.645374,0.535931,0.638490,0.488677,0.590845,0.526051,0.564644,0.678270,0.664648,0.667166,0.562517,0.646323,0.539012,0.587769,0.514236,0.611594,0.534635,0.622390,0.642648,0.613658,0.654373,0.695238,0.602855,0.643340,0.634951,0.663130,0.686865
art_0429,0.642265,0.689005,0.673910,0.637071,0.586242,0.615475,0.714964,0.661783,0.535764,0.554145,0.587890,0.687886,0.554907,0.649398,0.410002,0.608608,0.492289,0.545142,0.510621,0.573178,0.622581,0.661253,0.673716,0.602444,0.670679,0.701016,0.612938,0.611309,0.560271,0.585249,0.545869,0.606293,0.542840,0.601539,0.583431,0.673793,0.657071,0.653421,0.567954,0.600886,0.597762,0.641318,0.528572,0.615175,0.600933,0.697504,0.524953,0.542755,0.574506,0.607776,0.484781,0.520654,0.527389,0.517267,0.434455,0.592160,0.556122,0.578939,0.664317,0.456528,0.509840,0.556266,0.619728,0.544205,0.585397,0.622989,0.645654,0.561226,0.491161,0.557640,0.608286,0.602053,0.639379,0.625948,0.675382,0.560418,0.646636,0.646311,0.563349,0.616310,0.617277,0.685376,0.703296,0.421955,0.556026,0.688618,0.575376,0.669861,0.638445,0.599312,0.636623,0.730546,1.000000,0.529365,0.563402,0.698873,0.523165,0.584151,0.593380,0.583652,0.598047,0.694015,0.614563,0.571395,0.567614,0.623420,0.472315,0.621341,0.611813,0.727019,0.563785,0.724783,0.679139,0.621325,0.633839,0.716360,0.634624,0.565971,0.514490,0.583973,0.667427,0.697610,0.589045,0.611269,0.603496,0.646189,0.703206,0.543601,0.568442,0.658153,0.597384,0.579942,0.570404,0.674280,0.592492,0.632245,0.758990,0.596124,0.672249,0.594522,0.709201,0.629810,0.656210,0.633888,0.664052,0.676736,0.678156,0.647114,0.669191,0.614875,0.577877,0.550454,0.587743,0.625409,0.664162,0.652025,0.666979,0.482439,0.694734,0.428513,0.605629,0.532107,0.557575,0.700170,0.637647,0.626549,0.577926,0.615534,0.760347,0.670553,0.580947,0.633934,0.667664,0.635386,0.506585,0.645850,0.475865,0.570402,0.566701,0.596917,0.641853,0.681826,0.633538,0.585685,0.710131,0.555193,0.646161,0.548829,0.595855,0.506963,0.698517,0.588097,0.596699,0.694768,0.655967,0.598419,0.636655,0.652071,0.644004,0.722119
art_0433,0.547867,0.483367,0.515197,0.401768,0.556756,0.390346,0.494411,0.657022,0.588249,0.525558,0.526196,0.438830,0.470151,0.423715,0.264726,0.567395,0.312118,0.440184,0.677593,0.461780,0.478050,0.504635,0.506308,0.581583,0.493601,0.572375,0.547073,0.424278,0.555426,0.594838,0.547977,0.394994,0.356088,0.535913,0.280654,0.395321,0.388419,0.379146,0.364762,0.493876,0.423238,0.326228,0.333369,0.420828,0.627691,0.552342,0.404618,0.338468,0.390799,0.608586,0.443583,0.262151,0.368024,0.509591,0.373915,0.464526,0.505724,0.439174,0.395701,0.477165,0.566934,0.194818,0.528154,0.335085,0.475682,0.601051,0.463304,0.400027,0.264482,0.424748,0.465460,0.454160,0.580715,0.447165,0.395682,0.405598,0.490921,0.379233,0.486991,0.583447,0.433504,0.466576,0.472922,0.356104,0.364061,0.516148,0.520146,0.553928,0.483492,0.392208,0.481841,0.441806,0.529365,1.000000,0.518308,0.527690,0.363049,0.413327,0.516668,0.369793,0.582538,0.466729,0.463363,0.411180,0.423742,0.380072,0.295169,0.409292,0.441847,0.563100,0.368252,0.484759,0.476929,0.468092,0.435524,0.452292,0.375078,0.426322,0.330823,0.364786,0.599701,0.470817,0.476909,0.353473,0.538052,0.435731,0.535221,0.516612,0.503170,0.588735,0.384358,0.395626,0.586579,0.632976,0.448701,0.516545,0.523099,0.424604,0.491699,0.445090,0.402224,0.380720,0.505354,0.519857,0.505474,0.506220,0.446602,0.470080,0.435696,0.610485,0.397307,0.393727,0.504543,0.468267,0.416498,0.508523,0.562965,0.344687,0.590395,0.354038,0.522260,0.410971,0.551163,0.439251,0.535900,0.357869,0.468121,0.449006,0.491892,0.411986,0.451784,0.408551,0.496160,0.397530,0.369061,0.325229,0.413521,0.358099,0.559101,0.409018,0.504474,0.512260,0.451534,0.562270,0.457404,0.404289,0.525580,0.395809,0.451849,0.314658,0.528541,0.430767,0.397451,0.515110,0.399538,0.500901,0.514232,0.433646,0.375740,0.387856
art_0438,0.633107,0.525550,0.583497,0.611406,0.586220,0.466060,0.538455,0.635955,0.682588,0.643844,0.533380,0.546749,0.521121,0.564497,0.347037,0.552403,0.430865,0.488033,0.571680,0.578074,0.575683,0.612020,0.647112,0.547502,0.675410,0.583639,0.582214,0.648861,0.576724,0.515561,0.609814,0.519059,0.510905,0.567951,0.510515,0.533305,0.496780,0.465179,0.559947,0.597245,0.545052,0.496034,0.478295,0.533048,0.686584,0.583401,0.402325,0.536847,0.448814,0.552183,0.534850,0.447487,0.541534,0.520302,0.488994,0.642535,0.561675,0.529323,0.537299,0.484377,0.483947,0.485306,0.575930,0.467405,0.562299,0.632195,0.538530,0.581591,0.379245,0.569887,0.506081,0.505112,0.662343,0.550961,0.483378,0.489858,0.549139,0.448078,0.577127,0.526748,0.682319,0.637807,0.564330,0.433388,0.515812,0.578443,0.551708,0.626624,0.565691,0.481205,0.499398,0.544358,0.563402,0.518308,1.000000,0.607675,0.419404,0.554277,0.648452,0.471016,0.602081,0.620234,0.542704,0.610225,0.573765,0.533944,0.470491,0.490982,0.483475,0.644184,0.458314,0.500734,0.581832,0.569128,0.536960,0.586722,0.555570,0.560595,0.358170,0.583281,0.598124,0.476212,0.484446,0.511290,0.582398,0.500045,0.615057,0.566020,0.610966,0.633969,0.559407,0.525004,0.507189,0.509389,0.543977,0.590052,0.542527,0.648953,0.644965,0.562076,0.499991,0.529416,0.512853,0.622718,0.614750,0.693380,0.643003,0.652527,0.544567,0.606250,0.567911,0.492692,0.516003,0.615694,0.536346,0.461196,0.570937,0.418543,0.680791,0.527140,0.648774,0.447728,0.477062,0.515995,0.583361,0.558961,0.542758,0.541411,0.565187,0.560953,0.552127,0.518663,0.460624,0.529727,0.416911,0.526835,0.457475,0.463027,0.613649,0.537551,0.617497,0.633639,0.534962,0.596025,0.590112,0.567556,0.540146,0.390992,0.519592,0.350925,0.622861,0.603187,0.509891,0.570639,0.603806,0.513936,0.535004,0.454310,0.552233,0.542271
art_0443,0.709619,0.713775,0.679453,0.728508,0.640944,0.648891,0.756743,0.627848,0.584119,0.577931,0.507006,0.704002,0.524598,0.596253,0.378774,0.552374,0.485121,0.542238,0.577656,0.629699,0.651079,0.722839,0.738203,0.617967,0.728275,0.664201,0.685336,0.701495,0.573316,0.554674,0.621887,0.670968,0.528409,0.644851,0.604229,0.734950,0.512528,0.689158,0.658412,0.637502,0.571542,0.677349,0.560915,0.698227,0.618215,0.700366,0.411090,0.640970,0.584466,0.603712,0.550756,0.585093,0.565443,0.514241,0.503130,0.651255,0.561990,0.601315,0.686188,0.432227,0.520408,0.629890,0.638083,0.496422,0.588272,0.588665,0.604704,0.542297,0.463674,0.597591,0.682361,0.608247,0.685770,0.647954,0.667816,0.484862,0.609410,0.553404,0.555002,0.598580,0.715509,0.724121,0.619733,0.407601,0.646213,0.707301,0.593578,0.711244,0.541915,0.656532,0.556384,0.731193,0.698873,0.527690,0.607675,1.000000,0.552869,0.671741,0.619503,0.643555,0.666370,0.709469,0.635693,0.671683,0.651612,0.698864,0.471820,0.625788,0.671652,0.752873,0.523996,0.670965,0.683721,0.628951,0.649857,0.706634,0.663509,0.574964,0.543335,0.627369,0.701608,0.730174,0.584525,0.673298,0.629824,0.625088,0.742194,0.548132,0.594651,0.651719,0.624289,0.602875,0.544955,0.683686,0.640784,0.683959,0.718603,0.668975,0.633068,0.669750,0.718868,0.629953,0.571750,0.686181,0.689632,0.692541,0.764200,0.690482,0.562843,0.600072,0.589399,0.513848,0.669324,0.728997,0.619322,0.652893,0.608200,0.444767,0.640177,0.449372,0.659374,0.539091,0.504953,0.665673,0.647833,0.692675,0.602573,0.532561,0.672214,0.705993,0.548560,0.630514,0.544870,0.646433,0.456539,0.647302,0.435664,0.644959,0.593905,0.623102,0.731141,0.680815,0.707484,0.607776,0.734661,0.622706,0.605642,0.461054,0.602571,0.462224,0.699969,0.617950,0.573419,0.705012,0.740323,0.574157,0.640691,0.608193,0.729129,0.712000
